Case,Activity,Timestamp,Resource
1001,Take order,2024-06-18 20:15:00.000000000,Waiter-000003
1001,Review order,2024-06-18 20:19:31.867000000,Waiter-000002
1001,Prepare starter,2024-06-18 20:20:02.209000000,Cook helper-000003
1001,prepare drinks,2024-06-18 20:20:07.209000000,Barman-000002
1001,Bring drinks,2024-06-18 20:42:03.000000000,Barman-000001
1001,Review drinks,2024-06-18 20:46:43.263000000,Waiter-000005
1001,prepare drinks,2024-06-18 20:47:50.351000000,Barman-000002
1001,Bring drinks,2024-06-18 20:54:40.362000000,Barman-000001
1001,Review drinks,2024-06-18 21:01:56.813000000,Waiter-000001
1001,prepare drinks,2024-06-18 21:03:26.024000000,Barman-000003
1001,Bring drinks,2024-06-18 21:09:48.861000000,Barman-000002
1001,Review drinks,2024-06-18 21:19:12.606000000,Waiter-000005
1001,Signal food complete,2024-06-20 00:13:19.494000000,Cook-000003
1001,Bring food,2024-06-20 01:44:38.783000000,Cook helper-000003
1001,Deliver to customer,2024-06-20 01:45:26.443000000,Waiter-000005
1002,Take order,2024-06-18 20:30:00.000000000,Waiter-000004
1002,Review order,2024-06-18 20:30:24.163000000,Waiter-000001
1002,prepare drinks,2024-06-18 20:30:46.710000000,Barman-000001
1002,Bring drinks,2024-06-18 20:37:31.400000000,Barman-000003
1002,Review drinks,2024-06-18 20:50:50.389000000,Waiter-000001
1002,Prepare main course,2024-06-20 00:39:09.319000000,Cook-000001
1002,Signal food complete,2024-06-22 01:38:06.105000000,Cook-000001
1002,Bring food,2024-06-24 18:18:49.880000000,Cook helper-000002
1002,Deliver to customer,2024-06-24 18:19:24.687000000,Waiter-000005
1003,Take order,2024-06-18 20:45:00.000000000,Waiter-000002
1003,Review order,2024-06-18 20:50:03.190000000,Waiter-000004
1003,prepare drinks,2024-06-18 20:51:00.586000000,Barman-000001
1003,Bring drinks,2024-06-18 20:51:59.104000000,Barman-000003
1003,Bring drinks_1,2024-06-18 20:52:01.031373678,Barman-000003
1003,Bring drinks_2,2024-06-18 20:52:01.061595311,Barman-000003
1003,Review drinks,2024-06-18 20:59:42.660000000,Waiter-000003
1003,Prepare main course,2024-06-20 00:46:32.699000000,Cook-000002
1003,Signal food complete,2024-06-24 18:12:56.855000000,Cook-000003
1003,Bring food,2024-06-24 18:43:42.677000000,Cook helper-000003
1003,Deliver to customer,2024-06-24 18:46:12.284000000,Waiter-000001
1004,Take order,2024-06-18 21:00:00.000000000,Waiter-000005
1004,Review order,2024-06-18 21:00:10.384000000,Waiter-000002
1004,prepare drinks,2024-06-18 21:00:53.434000000,Barman-000002
1004,Bring drinks,2024-06-18 21:07:08.189000000,Barman-000001
1004,Review drinks,2024-06-18 21:07:18.361000000,Waiter-000002
1004,Prepare main course,2024-06-20 01:10:35.621000000,Cook-000001
1004,Signal food complete,2024-06-24 19:00:00.067000000,Cook-000002
1004,Bring food,2024-06-24 19:07:30.166000000,Cook helper-000001
1004,Deliver to customer,2024-06-24 19:07:38.623000000,Waiter-000004
1005,Take order,2024-06-18 21:15:00.000000000,Waiter-000004
1005,Review order,2024-06-18 21:17:56.747000000,Waiter-000003
1005,prepare drinks,2024-06-18 21:21:39.439000000,Barman-000001
1005,Bring drinks,2024-06-18 21:30:04.761000000,Barman-000003
1005,Review drinks,2024-06-18 21:31:38.749000000,Waiter-000004
1005,prepare drinks,2024-06-18 21:31:59.439000000,Barman-000002
1005,Bring drinks,2024-06-18 21:38:16.789000000,Barman-000001
1005,Review drinks,2024-06-18 21:41:13.254000000,Waiter-000002
1005,prepare drinsk,2024-06-18 21:41:39.474000000,Barman-000002
1005,Bring drinks,2024-06-18 21:45:21.943000000,Barman-000001
1005,Review drinks,2024-06-18 21:46:26.165000000,Waiter-000002
1005,Prepare main course,2024-06-20 01:26:31.377000000,Cook-000002
1005,Signalo food complete,2024-06-24 18:27:07.598000000,Cook-000001
1005,carry food,2024-06-24 18:57:15.166000000,Cook helper-000002
1005,Deliver to customer,2024-06-24 18:58:39.610000000,Waiter-000005
1006,Take worder,2024-06-18 21:30:00.000000000,Waiter-000001
1006,Review order,2024-06-18 21:31:54.598000000,Waiter-000005
1006,prepare drinks_>Barman-000001,2024-06-18 21:34:02.843000000,Barman-000001
1006,Bring rinks,2024-06-18 21:36:09.551000000,Barman-000003
1006,Review drinks,2024-06-18 21:46:14.419000000,Waiter-000001
1006,Prepare main course.:20240618,2024-06-18 21:46:14.419000000,Cook-000002
1006,Signal food complete,2024-06-18 21:46:14.419000000,Cook-000003
1006,Bring food,2024-06-24 19:14:29.559000000,Cook helper-000002
1006,Deliver to cusromer,2024-06-24 19:21:13.601000000,Waiter-000004
1007,Take order,2024-06-18 21:45:00.000000000,Waiter-000004
1007,Review order,2024-06-18 21:46:14.678000000,Waiter-000005
1007,prepare drinks,2024-06-18 21:47:09.392000000,Barman-000002
1007,Bring drinks,2024-06-18 21:48:31.953000000,Barman-000003
1007,Review drinks,2024-06-18 21:50:36.706000000,Waiter-000003
1007,Prepare main course,2024-06-20 18:10:50.793000000,Cook-000002
1007,Signal food complete,2024-06-24 19:07:30.166000000,Cook-000002
1007,Bring food,2024-06-24 19:14:26.030000000,Cook helper-000003
1007,Deliver to customer,2024-06-24 19:14:38.481000000,Waiter-000005
1008,Take order,2024-06-18 22:00:00.000000000,Waiter-000004
1008,Review order,2024-06-18 22:00:16.772000000,Waiter-000002
1008,Prepare starter,2024-06-18 22:00:30.532000000,Cook helper-000001
1008,prepare drinks,2024-06-18 22:00:35.532000000,Barman-000001
1008,Bring drinks,2024-06-18 22:01:48.628000000,Barman-000002
1008,Review drinks,2024-06-18 22:03:29.281000000,Waiter-000005
1008,Prepare main course,2024-06-20 18:21:09.745000000,Cook-000001
1008,Signal food complete,2024-06-24 19:23:40.392000000,Cook-000001
1008,Bring food,2024-06-24 19:28:16.115000000,Cook helper-000001
1008,Deliver to customer,2024-06-24 19:30:08.117000000,Waiter-000002
1009,Take order,2024-06-18 22:15:00.000000000,Waiter-000004
1009,Review order,2024-06-18 22:17:34.600000000,Waiter-000002
1009,prepare drinks,2024-06-18 22:18:27.408000000,Barman-000003
1009,Bring drinks,2024-06-18 22:19:37.921000000,Barman-000001
1009,Review drinks,2024-06-18 22:21:38.675000000,Waiter-000001
1009,prepare drinks,2024-06-18 22:22:37.839000000,Barman-000002
1009,Bring drinks,2024-06-18 22:23:36.243000000,Barman-000003
1009,Review drinks,2024-06-18 22:23:36.243000000,Waiter-000003
1009,prepare drinks,2024-06-18 22:23:36.243000000,Barman-000001
1009,Bring drinks,2024-06-18 22:23:36.243000000,Barman-000003
1009,Review drinks,2024-06-18 22:36:47.101000000,Waiter-000003
1009,Prepare main course,2024-06-20 19:05:21.295000000,Cook-000002
1009,Signal food complete,2024-06-24 19:28:52.479000000,Cook-000002
1009,Bring food,2024-06-24 19:35:55.163000000,Cook helper-000002
1009,Deliver to customer,2024-06-24 19:52:20.239000000,Waiter-000005
101,Take order,2024-05-09 19:15:00.000000000,Waiter-000004
101,Review order,2024-05-09 19:15:11.695000000,Waiter-000001
101,Prepare starter,2024-05-09 19:15:14.638000000,Cook helper-000002
101,prepare drinks,2024-05-09 19:15:19.638000000,Barman-000003
101,Bring drinks,2024-05-09 19:25:44.723000000,Barman-000001
101,Prepare main course,2024-05-09 19:26:59.917000000,Cook-000003
101,Review drinks,2024-05-09 19:28:06.096000000,Waiter-000004
101,prepare drinks,2024-05-09 19:28:41.442000000,Barman-000002
101,Bring drinks,2024-05-09 19:29:27.325000000,Barman-000003
101,Review drinks,2024-05-09 19:35:00.255000000,Waiter-000002
101,Signal food complete,2024-05-09 19:44:44.377000000,Cook-000001
101,Bring food,2024-05-09 19:53:58.654000000,Cook helper-000002
101,Deliver to customer,2024-05-09 19:56:26.238000000,Waiter-000002
1010,Take order,2024-06-18 22:30:00.000000000,Waiter-000004
1010,Review order,2024-06-18 22:31:00.472000000,Waiter-000002
1010,Prepare starter,2024-06-18 22:31:12.326000000,Cook helper-000003
1010,prepare drinks,2024-06-18 22:31:17.326000000,Barman-000002
1010,Bring drinks,2024-06-18 22:31:18.175000000,Barman-000003
1010,Review drinks,2024-06-18 22:35:45.799000000,Waiter-000005
1010,prepare drinks,2024-06-18 22:36:05.159000000,Barman-000002
1010,Bring drinks,2024-06-18 22:38:49.790000000,Barman-000001
1010,Review drinks,2024-06-18 22:39:07.372000000,Waiter-000004
1010,prepare drinks,2024-06-18 22:40:20.509000000,Barman-000003
1010,Bring drinks,2024-06-18 22:42:55.924000000,Barman-000002
1010,Review drinks,2024-06-18 22:45:30.490000000,Waiter-000005
1010,Prepare main course,2024-06-20 20:05:13.005000000,Cook-000003
1010,Signal food complete,2024-06-24 20:03:53.686000000,Cook-000001
1010,Bring food,2024-06-24 20:05:58.265000000,Cook helper-000003
1010,Deliver to customer,2024-06-24 20:07:35.152000000,Waiter-000002
1011,Order processing,2024-06-18 22:45:00.000000000,Waiter-000002
1011,Order processing,2024-06-18 22:45:24.424000000,Waiter-000001
1011,prepare drinks,2024-06-18 22:48:02.718000000,Barman-000001
1011,Bring drinks,2024-06-18 22:54:56.304000000,Barman-000003
1011,Review drinks,2024-06-18 23:04:58.597000000,Waiter-000005
1011,Prepare main course,2024-06-20 20:13:02.009000000,Cook-000003
1011,Signal food complete,2024-06-24 20:05:58.265000000,Cook-000001
1011,Bring food,2024-06-24 20:20:53.798000000,Cook helper-000002
1011,hand to customer,2024-06-24 20:28:47.565000000,Waiter-000003
1012,Order processing,2024-06-18 23:00:00.000000000,Waiter-000003
1012,Order processing,2024-06-18 23:01:21.060000000,Waiter-000002
1012,Prepare starter,2024-06-18 23:01:47.417000000,Cook helper-000003
1012,prepre drinks,2024-06-18 23:01:52.417000000,Barman-000002
1012,Bring drinks,2024-06-18 23:08:55.768000000,Barman-000001
1012,Review drinks,2024-06-18 23:11:28.288000000,Waiter-000001
1012,Signal food complete-nlcD>20240620,2024-06-20 20:42:38.800000000,Cook-000003
1012,Bring food,2024-06-20 20:50:56.815000000,Cook helper-000003
1012,Deliver to customer,2024-06-20 20:56:02.451000000,Waiter-000004
1013,Take order,2024-06-18 23:15:00.000000000,Waiter-000003
1013,inspect order,2024-06-18 23:17:59.988000000,Waiter-000002
1013,Prepare starter,2024-06-18 23:18:03.847000000,Cook helper-000002
1013,prepare drinks,2024-06-18 23:18:08.847000000,Barman-000003
1013,Bring drinks,2024-06-18 23:25:18.947000000,Barman-000002
1013,Drink handling,2024-06-18 23:27:31.636000000,Waiter-000004
1013,prepare drinks,2024-06-18 23:30:16.925000000,Barman-000001
1013,Drink handling,2024-06-18 23:38:02.078000000,Barman-000003
1013,Review drinks,2024-06-18 23:45:46.832000000,Waiter-000001
1013,prepare drinks,2024-06-18 23:46:52.559000000,Barman-000003
1013,Bring drinks,2024-06-18 23:56:36.169000000,Barman-000002
1013,Review drinks,2024-06-18 23:58:31.825000000,Waiter-000005
1013,Drink handling,2024-06-18 23:58:39.716000000,Barman-000003
1013,Bring drinks,2024-06-18 23:59:26.485000000,Barman-000002
1013,Review drinks,2024-06-19 00:01:41.349000000,Waiter-000003
1013,Signal food complete:65UZndG.Cook-000003,2024-06-20 20:50:56.815000000,Cook-000003
1013,Bring food,2024-06-20 20:52:36.895000000,Cook helper-000002
1013,Deliver to customer,2024-06-20 21:02:55.212000000,Waiter-000002
1014,Take order,2024-06-18 23:30:00.000000000,Waiter-000005
1014,Review order,2024-06-18 23:31:05.240000000,Waiter-000001
1014,prepare drinks,2024-06-18 23:32:24.795000000,Barman-000003
1014,Prepare starter,2024-06-18 23:32:34.488000000,Cook helper-000002
1014,Bring drinks,2024-06-18 23:34:10.893000000,Barman-000002
1014,Review drinks,2024-06-18 23:35:03.791000000,Waiter-000004
1014,prepare drinks,2024-06-18 23:38:19.217000000,Barman-000002
1014,Bring drinks,2024-06-18 23:49:38.042000000,Barman-000001
1014,Review drinks,2024-06-19 00:01:55.652000000,Waiter-000005
1014,Signal food complete,2024-06-20 21:12:15.131000000,Cook-000003
1014,Bring food,2024-06-20 21:30:53.732000000,Cook helper-000002
1014,Deliver to customer,2024-06-20 21:44:03.552000000,Waiter-000003
1015,Take order,2024-06-18 23:45:00.000000000,Waiter-000002
1015,Review order,2024-06-18 23:45:43.496000000,Waiter-000004
1015,Prepare starter,2024-06-18 23:45:50.763000000,Cook helper-000002
1015,prepare drinks,2024-06-18 23:45:55.763000000,Barman-000001
1015,Bring drinks,2024-06-18 23:46:54.492000000,Barman-000001
1015,Review drinks,2024-06-18 23:46:54.671000000,Waiter-000003
1015,Prepare main course,2024-06-20 21:25:25.654000000,Cook-000001
1015,Signal food complete,2024-06-24 21:02:34.667000000,Cook-000002
1015,Bring food,2024-06-24 21:35:14.436000000,Cook helper-000002
1015,Deliver to customer,2024-06-24 21:37:30.777000000,Waiter-000005
1016,Take order,2024-06-19 00:00:00.000000000,Waiter-000002
1016,Review order,2024-06-19 00:01:03.311000000,Waiter-000004
1016,Prepare starter,2024-06-19 00:03:26.232000000,Cook helper-000003
1016,prepare drinks,2024-06-19 00:03:31.232000000,Barman-000003
1016,Bring drinks,2024-06-19 00:05:26.721000000,Barman-000002
1016,REview dRinKs,2024-06-19 00:05:26.721000000,Waiter-000002
1016,prepare drinks,2024-06-19 00:05:26.721000000,Barman-000001
1016,Bring drinks,2024-06-19 00:05:26.721000000,Barman-000003
1016,Review drinks,2024-06-19 00:30:53.870000000,Waiter-000002
1016,prepare drinks,2024-06-19 00:31:14.166000000,Barman-000002
1016,Bring dirnks,2024-06-19 00:34:32.813000000,Barman-000001
1016,Review drinks,2024-06-19 00:38:13.086000000,Waiter-000005
1016,Signal food complete,2024-06-20 21:48:19.071000000,Cook-000001
1016,Food delivery,2024-06-20 22:01:04.493000000,Cook helper-000001
1016,Food delivery,2024-06-20 22:17:02.871000000,Waiter-000001
1017,Take order,2024-06-19 00:15:00.000000000,Waiter-000005
1017,Review order,2024-06-19 00:17:34.099000000,Waiter-000001
1017,Drink handling,2024-06-19 00:18:02.007000000,Barman-000003
1017,Drink handling,2024-06-19 00:18:05.988000000,Barman-000002
1017,Drink handling,2024-06-19 00:18:12.518000000,Waiter-000004
1017,Prepare main course,2024-06-20 22:01:06.493000000,Cook-000001
1017,Signal food complete,2024-06-24 21:36:36.213000000,Cook-000001
1017,Bring food,2024-06-24 21:54:16.588000000,Cook helper-000003
1017,Deliver to customer,2024-06-24 21:55:55.164000000,Waiter-000002
1018,Take order,2024-06-19 00:30:00.000000000,Waiter-000003
1018,Review order,2024-06-19 00:41:43.549000000,Waiter-000001
1018,prepare drinks,2024-06-19 00:41:54.936000000,Barman-000003
1018,Bring drinks,2024-06-19 00:51:44.776000000,Barman-000002
1018,Review drinks,2024-06-19 00:57:24.613000000,Waiter-000001
1018,Prepare main course,2024-06-20 22:37:17.881000000,Cook-000001
1018,Signal food complete,2024-06-24 21:54:16.588000000,Cook-000001
1018,Bring food,2024-06-24 23:13:40.366000000,Cook helper-000002
1018,Deliver to customer,2024-06-24 23:14:34.018000000,Waiter-000003
1019,Take order,2024-06-19 00:45:00.000000000,Waiter-000004
1019,Review order,2024-06-19 00:45:38.270000000,Waiter-000002
1019,prepare drinks,2024-06-19 00:46:09.021000000,Barman-000002
1019,Bring drinks,2024-06-19 00:47:30.359000000,Barman-000001
1019,Review drinks,2024-06-19 00:50:24.884000000,Waiter-000005
1019,Bring drinks,2024-06-19 00:53:04.155000000,Barman-000003
1019,prepare drinks,2024-06-19 00:53:05.992000000,Barman-000001
1019,Review drinks,2024-06-19 00:56:01.599000000,Waiter-000003
1019,prepare drinks,2024-06-19 00:57:09.794000000,Barman-000001
1019,Bring drinks,2024-06-19 01:08:56.567000000,Barman-000002
1019,Review drinks,2024-06-19 01:19:38.337000000,Waiter-000005
1019,Prepare main course,2024-06-20 22:41:39.068000000,Cook-000002
1019,Signal food complete,2024-06-24 21:52:06.365000000,Cook-000003
1019,Bring food,2024-06-24 21:55:03.759000000,Cook helper-000002
1019,Deliver to customer,2024-06-24 21:55:13.990000000,Waiter-000005
102,Take order,2024-05-09 19:30:00.000000000,Waiter-000001
102,Review order,2024-05-09 19:30:20.924000000,Waiter-000005
102,prepare drinks,2024-05-09 19:32:55.292000000,Barman-000001
102,Bring drinks,2024-05-09 19:38:43.424000000,Barman-000002
102,Review drinks,2024-05-09 19:44:04.689000000,Waiter-000004
102,Prepare main course,2024-05-09 19:58:42.881000000,Cook-000002
102,Signal food complete,2024-05-09 20:19:09.524000000,Cook-000002
102,Bring food,2024-05-09 21:26:56.449000000,Cook helper-000001
102,Deliver to customer,2024-05-09 21:27:02.286000000,Waiter-000001
1020,Take order,2024-06-19 01:00:00.000000000,Waiter-000004
1020,Review order,2024-06-19 01:00:09.186000000,Waiter-000002
1020,prepare drinks,2024-06-19 01:00:40.283000000,Barman-000003
1020,Drink handling,2024-06-19 01:03:08.728000000,Barman-000002
1020,Review drinks:>20240619,2024-06-19 01:08:32.053000000,Waiter-000005
1020,Drink handling,2024-06-19 01:08:59.873000000,Barman-000003
1020,Bring drinks,2024-06-19 01:16:41.744000000,Barman-000003
1020,Drink handling,2024-06-19 01:17:40.063000000,Waiter-000002
1020,prepare drinks,2024-06-19 01:19:38.378000000,Barman-000003
1020,Bring drinks,2024-06-19 01:20:45.266000000,Barman-000001
1020,Revieq drinks,2024-06-19 01:22:21.027000000,Waiter-000001
1020,Prepare main course,2024-06-20 22:56:15.425000000,Cook-000002
1020,Signal food complete,2024-06-24 22:53:44.877000000,Cook-000003
1020,Bring food,2024-06-24 23:40:53.035000000,Cook helper-000002
1020,Deliver to customer,2024-06-24 23:43:29.528000000,Waiter-000001
1021,Take order,2024-06-19 01:15:00.000000000,Waiter-000001
1021,Review order,2024-06-19 01:15:50.571000000,Waiter-000004
1021,prepare drinks,2024-06-19 01:16:28.653000000,Barman-000001
1021,Bring drinks,2024-06-19 01:20:12.403000000,Barman-000002
1021,Review drinks,2024-06-19 01:22:16.789000000,Waiter-000003
1021,Prepare main course,2024-06-20 23:01:21.304000000,Cook-000001
1021,Signal food complete,2024-06-24 23:02:10.379000000,Cook-000002
1021,Bring food,2024-06-24 23:07:53.017000000,Cook helper-000003
1021,Deliver to customer,2024-06-24 23:14:26.927000000,Waiter-000004
1022,Take order,2024-06-19 01:30:00.000000000,Waiter-000004
1022,Review order,2024-06-19 01:36:18.133000000,Waiter-000002
1022,Prepare starter,2024-06-19 01:37:49.699000000,Cook helper-000002
1022,prepare drinks,2024-06-19 01:37:54.699000000,Barman-000003
1022,Bring drinks,2024-06-19 01:40:45.021000000,Barman-000002
1022,Review drinks,2024-06-19 01:53:20.331000000,Waiter-000003
1022,prepare drinks,2024-06-19 01:55:14.953000000,Barman-000002
1022,Bring drinks,2024-06-19 18:01:15.999000000,Barman-000001
1022,Review drinks,2024-06-19 18:08:36.968000000,Waiter-000005
1022,Prepare main course,2024-06-20 23:27:26.190000000,Cook-000002
1022,Signal food complete,2024-06-24 23:13:40.366000000,Cook-000001
1022,Bring food,2024-06-24 23:58:33.049000000,Cook helper-000001
1022,Deliver to customer,2024-06-25 00:08:38.194000000,Waiter-000004
1023,Take ordre,2024-06-19 01:45:00.000000000,Waiter-000001
1023,Review order,2024-06-19 01:46:58.725000000,Waiter-000004
1023,Prepare starter,2024-06-19 01:48:36.535000000,Cook helper-000003
1023,prepare drinks,2024-06-19 01:48:41.535000000,Barman-000001
1023,Bring drinks,2024-06-19 01:50:01.369000000,Barman-000003
1023,Revieq drinks,2024-06-19 01:50:56.375000000,Waiter-000005
1023,prepare drinks,2024-06-19 01:52:34.779000000,Barman-000001
1023,Bring drinks,2024-06-19 01:53:24.216000000,Barman-000003
1023,Revniew drinks,2024-06-19 01:57:00.818000000,Waiter-000001
1023,prepare drinks,2024-06-19 18:01:23.568000000,Barman-000003
1023,Bringi drinks,2024-06-19 18:06:15.284000000,Barman-000003
1023,Review drinks,2024-06-19 18:12:40.367000000,Waiter-000003
1023,Prepare main course,2024-06-20 23:28:13.405000000,Cook-000001
1023,Signal food complete,2024-06-24 23:07:53.017000000,Cook-000002
1023,Bring food,2024-06-24 23:09:54.174000000,Cook helper-000001
1023,Deliver to custmoer,2024-06-24 23:10:00.952000000,Waiter-000001
1024,Take order,2024-06-19 18:00:00.000000000,Waiter-000004
1024,Review order,2024-06-19 18:00:39.316000000,Waiter-000002
1024,prepare drinks,2024-06-19 18:03:51.901000000,Barman-000002
1024,Bring drinks,2024-06-19 18:06:12.095000000,Barman-000002
1024,Review drinks,2024-06-19 18:23:55.272000000,Waiter-000003
1024,Prepare main course,2024-06-20 23:46:39.271000000,Cook-000003
1024,Signal food complete,2024-06-24 23:42:31.776000000,Cook-000002
1024,Bring food,2024-06-25 00:00:36.110000000,Cook helper-000003
1024,Deliver to customer,2024-06-25 00:12:47.421000000,Waiter-000005
1025,Take order,2024-06-19 18:15:00.000000000,Waiter-000004
1025,Review order,2024-06-19 18:19:56.935000000,Waiter-000005
1025,prepare drinks,2024-06-19 18:21:37.191000000,Barman-000001
1025,Bring drinks,2024-06-19 18:21:55.696000000,Barman-000003
1025,Review drinks,2024-06-19 18:27:34.648000000,Waiter-000001
1025,prepare drinks,2024-06-19 18:32:31.547000000,Barman-000002
1025,Bring drinks,2024-06-19 18:39:44.754000000,Barman-000001
1025,Review drinks,2024-06-19 18:39:53.846000000,Waiter-000003
1025,Prepare main course,2024-06-21 00:10:13.382000000,Cook-000003
1025,Signal food complete,2024-06-24 23:58:33.049000000,Cook-000001
1025,Bring food,2024-06-25 00:05:32.265000000,Cook helper-000002
1025,Deliver to customer,2024-06-25 00:05:36.398000000,Waiter-000002
1026,Take order,2024-06-19 18:30:00.000000000,Waiter-000005
1026,Review order,2024-06-19 18:30:03.324000000,Waiter-000002
1026,Prepare starter,2024-06-19 18:31:39.335000000,Cook helper-000001
1026,prepare drinks,2024-06-19 18:31:44.335000000,Barman-000001
1026,Bring drinks,2024-06-19 18:32:31.184000000,Barman-000003
1026,Review drinks,2024-06-19 18:43:46.837000000,Waiter-000005
1026,prepare drinks,2024-06-19 18:44:40.655000000,Barman-000002
1026,Bring drinks,2024-06-19 19:03:34.858000000,Barman-000003
1026,Review drinks,2024-06-19 19:05:47.164000000,Waiter-000002
1026,Signal food complete,2024-06-21 00:36:37.692000000,Cook-000001
1026,Bring food,2024-06-21 20:06:54.937000000,Cook helper-000002
1026,Deliver to customer,2024-06-21 20:07:53.911000000,Waiter-000001
1027,Take order,2024-06-19 18:45:00.000000000,Waiter-000004
1027,Review order,2024-06-19 18:50:54.259000000,Waiter-000002
1027,prepare drinks,2024-06-19 18:52:00.275000000,Barman-000001
1027,Bring drinks,2024-06-19 18:53:16.746000000,Barman-000003
1027,Review drinks,2024-06-19 19:02:09.536000000,Waiter-000005
1027,prepare drinks,2024-06-19 19:03:03.915000000,Barman-000001
1027,Bring drinks,2024-06-19 19:06:41.653000000,Barman-000002
1027,Review drinks,2024-06-19 19:08:54.756000000,Waiter-000003
1027,Prepare main course,2024-06-21 00:39:58.577000000,Cook-000003
1027,Signal food complete,2024-06-25 00:17:18.179000000,Cook-000001
1027,Bring food,2024-06-25 00:21:11.519000000,Cook helper-000001
1027,Deliver to customer,2024-06-25 00:33:27.286000000,Waiter-000001
1028,Order processing,2024-06-19 19:00:00.000000000,Waiter-000001
1028,Order processing,2024-06-19 19:00:00.000000000,Waiter-000004
1028,prepare driNks,2024-06-19 19:04:40.443000000,Barman-000002
1028,Brign drinks,2024-06-19 19:06:27.986000000,Barman-000003
1028,Review drinks,2024-06-19 19:10:00.655000000,Waiter-000001
1028,Prepare main course,2024-06-21 00:47:19.268000000,Cook-000003
1028,Signal food complete,2024-06-25 00:26:42.209000000,Cook-000001
1028,Bring food,2024-06-25 00:45:20.191000000,Cook helper-000003
1028,Deliver to customer,2024-06-25 00:46:52.822000000,Waiter-000003
1029,Take order,2024-06-19 19:15:00.000000000,Waiter-000004
1029,Review order,2024-06-19 19:17:08.182000000,Waiter-000002
1029,prepare drinks,2024-06-19 19:17:32.208000000,Barman-000001
1029,Bring drinks,2024-06-19 19:20:21.183000000,Barman-000002
1029,Review drinks,2024-06-19 19:30:48.311000000,Waiter-000004
1029,prepare drinks,2024-06-19 19:31:02.502000000,Barman-000003
1029,Bring drinks,2024-06-19 19:33:26.553000000,Barman-000001
1029,Review drinks,2024-06-19 19:36:40.201000000,Waiter-000001
1029,Prepare main course,2024-06-21 00:53:53.393000000,Cook-000002
1029,Signal food complete,2024-06-25 00:27:31.575000000,Cook-000003
